client_id,period_id,array_name,category,application,usable,percent_capacity,percent_performance,larger,constraint,alert_color,device_type_code,controller_name,data_center,count
188,1487,AHISUNITY,EMC,EMC,45829.06,54.79656357778231,0.0,54.796564,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1487,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1487,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1487,SVCP8,Prod,P8,52224.12,54.28545277546084,3.17633,54.285453,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1487,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.6195,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1489,AHISSVC,Prod,Prod,673700.99,78.09998913612996,8.736,78.099989,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1489,AHISUNITY,EMC,EMC,45828.56,55.32521641526594,0.0,55.325216,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1489,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1489,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1489,SVCP8,Prod,P8,52226.25,54.30123740456188,3.53433,54.301237,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1489,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.816,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1491,AHISSVC,Prod,Prod,673701.0,78.1000176636223,10.33566,78.100018,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1491,AHISUNITY,EMC,EMC,45828.56,55.32521641526594,0.0,55.325216,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1491,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1491,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1491,SVCP8,Prod,P8,52223.24,54.45621527886818,8.36566,54.456215,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1491,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.07,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1494,AHISSVC,Prod,Prod,673700.82,78.10021665106478,8.77533,78.100217,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1494,AHISUNITY,EMC,EMC,45829.06,54.823838848102056,0.0,54.823839,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1494,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1494,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1494,SVCP8,Prod,P8,52225.15,54.62502261841278,3.39933,54.625023,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1494,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.0985,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1496,AHISSVC,Prod,Prod,673700.81,78.1002623404891,8.85433,78.100262,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1496,AHISUNITY,EMC,EMC,45829.06,54.820565815663684,0.0,54.820566,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1496,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1496,SVCP8,Prod,P8,52227.76,54.68356291749828,3.386,54.683563,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1496,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.7855,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1498,AHISSVC,Prod,Prod,673700.87,78.10028507162237,10.176,78.100285,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1498,AHISUNITY,EMC,EMC,45828.81,55.07288973900915,0.0,55.07289,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1498,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1498,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1498,SVCP8,Prod,P8,52229.96,55.18346175260329,3.51366,55.183462,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1498,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,2.8655,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1501,AHISSVC,Prod,Prod,673700.78,78.10097830078213,8.99966,78.100978,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1501,AHISUNITY,EMC,EMC,45829.06,54.821111321070084,0.0,54.821111,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1501,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1501,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1501,SVCP8,Prod,P8,52226.88,54.66859211195461,3.69133,54.668592,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1501,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.0355,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1503,AHISSVC,Prod,Prod,673700.82,78.101018193803,10.17733,78.101018,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1503,AHISUNITY,EMC,EMC,45829.06,54.821111321070084,0.0,54.821111,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1503,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1503,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1503,SVCP8,Prod,P8,52226.19,54.64576297830648,3.18566,54.645763,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1503,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,4.0695,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1505,AHISSVC,Prod,Prod,673700.76,78.10111420981625,10.20666,78.101114,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1505,AHISUNITY,EMC,EMC,45829.06,54.821111321070084,0.0,54.821111,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1505,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1505,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1505,SVCP8,Prod,P8,52238.7,55.384226636574034,3.65166,55.384227,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1505,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.241,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1508,AHISSVC,Prod,Prod,673700.97,78.10128282878975,8.65533,78.101283,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1508,AHISUNITY,EMC,EMC,45829.06,54.821111321070084,0.0,54.821111,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1508,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1508,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1508,SVCP8,Prod,P8,52232.34,55.241063295268795,3.07733,55.241063,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1508,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.618,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1510,AHISSVC,Prod,Prod,673700.96,78.10128398807684,10.805,78.101284,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1510,AHISUNITY,EMC,EMC,45829.06,54.821111321070084,0.0,54.821111,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1510,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1510,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1510,SVCP8,Prod,P8,52230.8,55.530070379929086,3.14366,55.53007,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1510,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.939,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1512,AHISSVC,Prod,Prod,673700.89,78.10132178985246,11.42333,78.101322,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1512,AHISUNITY,EMC,EMC,45829.06,54.821111321070084,0.0,54.821111,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1512,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1512,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1512,SVCP8,Prod,P8,52227.86,54.8144228003981,3.53966,54.814423,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1512,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.6845,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1515,AHISSVC,Prod,Prod,673700.79,78.10143728642502,11.051,78.101437,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1515,AHISUNITY,EMC,EMC,41058.0,61.23289005796678,0.0,61.23289,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1515,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1515,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1515,SVCP8,Prod,P8,52232.71,55.26077433087428,3.365,55.260774,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1515,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.395,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1517,AHISSVC,Prod,Prod,673700.91,78.10145306171547,10.84166,78.101453,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1517,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1517,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1517,SVCP8,Prod,P8,52224.41,54.787981329037514,3.264,54.787981,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1517,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.539,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1519,AHISSVC,Prod,Prod,673700.88,77.18953847885726,13.20866,77.189538,Capacity,yellow,SVC_DEVICE,AHISSVC,Plano,1
188,1519,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1519,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1519,SVCP8,Prod,P8,52225.73,53.612079716262464,3.59633,53.61208,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1522,AHISSVC,Prod,Prod,673700.95,74.29039546404083,11.75166,74.290395,Capacity,green,SVC_DEVICE,AHISSVC,Plano,1
188,1522,AHISUNITY,EMC,EMC,41058.0,61.23289005796678,0.0,61.23289,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1522,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1522,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1522,SVCP8,Prod,P8,51869.18,54.08163383342478,3.17966,54.081634,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1522,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.111,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1526,AHISSVC,Prod,Prod,673700.91,74.29039987492372,12.887,74.2904,Capacity,green,SVC_DEVICE,AHISSVC,Plano,1
188,1526,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1526,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1526,SVCP8,Prod,P8,52235.08,54.338578595074424,3.52466,54.338579,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1526,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.084,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1529,AHISSVC,Prod,Prod,673700.85,74.29049555154933,13.14266,74.290496,Capacity,green,SVC_DEVICE,AHISSVC,Plano,1
188,1529,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1529,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1529,SVCP8,Prod,P8,52223.78,53.88886059186064,3.31966,53.888861,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1529,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.099,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1531,AHISSVC,Prod,Prod,673700.78,74.29053295737612,12.60733,74.290533,Capacity,green,SVC_DEVICE,AHISSVC,Plano,1
188,1531,AHISUNITY,EMC,EMC,45829.06,54.821111321070084,0.0,54.821111,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1531,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1531,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1531,SVCP8,Prod,P8,52224.82,53.923019744251874,3.39433,53.92302,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1531,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.758,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1533,AHISSVC,Prod,Prod,673700.85,74.29056976846623,13.96833,74.29057,Capacity,green,SVC_DEVICE,AHISSVC,Plano,1
188,1533,AHISUNITY,EMC,EMC,45829.06,54.821111321070084,0.0,54.821111,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1533,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1533,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1533,SVCP8,Prod,P8,52229.82,54.3859810353549,3.86933,54.385981,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1533,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.103,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1536,AHISSVC,Prod,Prod,673700.79,74.29069513188489,11.18566,74.290695,Capacity,green,SVC_DEVICE,AHISSVC,Plano,1
188,1536,AHISUNITY,EMC,EMC,45829.06,54.821111321070084,0.0,54.821111,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1536,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1536,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1536,SVCP8,Prod,P8,52224.7,53.99667207279314,3.80633,53.996672,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1536,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.22,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1538,AHISSVC,Prod,Prod,673700.82,74.29073635386105,11.62666,74.290736,Capacity,green,SVC_DEVICE,AHISSVC,Plano,1
188,1538,AHISUNITY,EMC,EMC,45829.06,54.821111321070084,0.0,54.821111,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1538,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1538,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1538,SVCP8,Prod,P8,52223.19,53.990573919364174,3.01433,53.990574,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
188,1538,VMAX-195702745,BackEnd,BackEnd,167368.69,80.73581743395374,3.7845,80.735817,Capacity,red,VMAX_DEVICE,VMAX-195702745,Backend,1
188,1540,AHISSVC,Prod,Prod,673700.75,74.29075891632895,12.165,74.290759,Capacity,green,SVC_DEVICE,AHISSVC,Plano,1
188,1540,AHISUNITY,EMC,EMC,45829.06,54.821111321070084,0.0,54.821111,Capacity,green,UNITY_DEVICE,AHISUNITY,Plano,1
188,1540,Ascension_30832,BackEnd,BackEnd,295815.04,95.75206182890498,0.0,95.752062,Capacity,red,COMPELLENT_DEVICE,Ascension_30832,Backend,1
188,1540,Ascension_78970,BackEnd,BackEnd,343326.72,89.4774516821761,0.0,89.477452,Capacity,red,COMPELLENT_DEVICE,Ascension_78970,Backend,1
188,1540,SVCP8,Prod,P8,52223.73,54.425066918812576,3.58133,54.425067,Capacity,green,SVC_DEVICE,SVCP8,Plano,1
